id,brand,model,variant,cleaned,reason
19597,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
61935,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
89675,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
96562,BMW,M,M340I,BMW M M340I,low score
62159,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
60212,TOYOTA,RAV4,,TOYOTA RAV4 ,low score
49344,PERODUA,AXIA,G,PERODUA AXIA G,low score
60645,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
53394,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
60753,TOYOTA,FORTUNER,V,TOYOTA FORTUNER V,low score
19872,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
88257,HONDA,ACCORD,VTI-S,HONDA ACCORD VTIS,low score
34913,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
64520,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
61020,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
19972,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
61172,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
20024,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
64607,TOYOTA,AVANZA,,TOYOTA AVANZA ,low score
4759,BMW,X,X4,BMW X X4,low score
114079,ISUZU,NLR85UHE,,ISUZU NLR85UHE ,low score
55886,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
106390,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
77036,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
6192,BMW,X,X1,BMW X X1,low score
20090,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
105019,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
60258,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
20169,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
91190,MINI,ONE,,MINI ONE ,low score
77238,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
20264,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
20273,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
6713,BMW,X,X1,BMW X X1,low score
18402,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
105887,PERODUA,MYVI,H,PERODUA MYVI H,low score
62394,TOYOTA,WISH,X,TOYOTA WISH X,low score
20371,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
78756,MAZDA,CX-5,HIGH T/C,MAZDA CX5 HIGH TC,low score
92020,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
56082,TOYOTA,86,GT,TOYOTA 86 GT,low score
49028,PERODUA,KELISA,EZ,PERODUA KELISA EZ,low score
109442,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
56119,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
62452,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
76840,MAXUS,G10,SE,MAXUS G10 SE,low score
79664,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
18600,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
50396,PORSCHE,MACAN,,PORSCHE MACAN ,low score
106784,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
64882,TOYOTA,86,GT,TOYOTA 86 GT,low score
56026,TOYOTA,WISH,S,TOYOTA WISH S,low score
73779,KIA,CARNIVAL,,KIA CARNIVAL ,low score
54061,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
62577,TOYOTA,CAMRY,E,TOYOTA CAMRY E,low score
79012,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
78673,MAZDA,3,GLS,MAZDA 3 GLS,low score
78705,MAZDA,6,,MAZDA 6 ,low score
73501,ISUZU,NLR77UEE,-,ISUZU NLR77UEE ,low score
20707,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
20274,HONDA,CITY,I-DSI,HONDA CITY IDSI,low score
10423,BMW,X,X1,BMW X X1,low score
111699,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
46879,PERODUA,AXIA,AV,PERODUA AXIA AV,low score
62640,TOYOTA,VIOS,GX,TOYOTA VIOS GX,low score
47612,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
78762,MAZDA,6,,MAZDA 6 ,low score
56279,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
98570,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
62675,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
79050,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
21069,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
62717,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
11941,HONDA,CIVIC,EK,HONDA CIVIC EK,low score
48075,PERODUA,MYVI,H,PERODUA MYVI H,low score
62711,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
61273,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
65277,TOYOTA,WISH,X,TOYOTA WISH X,low score
107006,PERODUA,ALZA,EZI,PERODUA ALZA EZI,low score
65013,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
115373,PROTON,X50,EXECUTIVE,PROTON X50 EXECUTIVE,low score
80446,SUBARU,FORESTER,,SUBARU FORESTER ,low score
61529,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
107030,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
318,BMW,X,X1,BMW X X1,low score
98314,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
62784,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
62790,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
50506,PORSCHE,CAYMAN,,PORSCHE CAYMAN ,low score
50422,PORSCHE,911,GT3,PORSCHE 911 GT3,low score
25424,HONDA,HR-V,V,HONDA HRV V,low score
59865,TOYOTA,WISH,X,TOYOTA WISH X,low score
20666,HONDA,CITY,I-DSI,HONDA CITY IDSI,low score
56344,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
106154,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
997,BMW,X,X1,BMW X X1,low score
56220,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
111822,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
56806,TOYOTA,ALPHARD,-,TOYOTA ALPHARD ,low score
65686,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
21376,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
78078,MAZDA,8,,MAZDA 8 ,low score
62190,TOYOTA,WISH,X,TOYOTA WISH X,low score
46862,PERODUA,AXIA,G,PERODUA AXIA G,low score
107172,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
56459,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
111844,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
1354,BMW,X,X7,BMW X X7,low score
111849,TOYOTA,FORTUNER,V,TOYOTA FORTUNER V,low score
21558,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
62952,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
46934,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
65180,TOYOTA,VIOS,S,TOYOTA VIOS S,low score
62961,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
58252,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
47014,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
47043,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
107228,PERODUA,ALZA,S,PERODUA ALZA S,low score
51455,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
62991,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
62972,TOYOTA,AVANZA,,TOYOTA AVANZA ,low score
63030,TOYOTA,WISH,,TOYOTA WISH ,low score
47145,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
114038,INOKOM,ELANTRA,,INOKOM ELANTRA ,low score
21757,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
107246,PERODUA,AXIA,G,PERODUA AXIA G,low score
63027,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
80569,SUBARU,FORESTER,,SUBARU FORESTER ,low score
107259,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
47231,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
63057,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
63089,TOYOTA,C-HR,,TOYOTA CHR ,low score
84678,VOLVO,XC90,T8,VOLVO XC90 T8,low score
79105,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
47257,PERODUA,AXIA,G,PERODUA AXIA G,low score
4942,BMW,X,X1,BMW X X1,low score
4970,BMW,I,I7,BMW I I7,low score
63051,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
51994,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
47317,PERODUA,ALZA,EZ,PERODUA ALZA EZ,low score
63075,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
47510,PERODUA,ARUZ,X,PERODUA ARUZ X,low score
63094,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
90043,MCLAREN,675LT,,MCLAREN 675LT ,low score
63166,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
90067,MCLAREN,600LT,,MCLAREN 600LT ,low score
4173,BMW,X,X1,BMW X X1,low score
90066,MCLAREN,765LT,,MCLAREN 765LT ,low score
56558,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
63159,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
91716,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
47655,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
22214,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
22232,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
62238,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
63291,TOYOTA,WISH,G,TOYOTA WISH G,low score
17342,HONDA,HR-V,V,HONDA HRV V,low score
66008,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
79901,SUBARU,XV,P,SUBARU XV P,low score
63240,TOYOTA,INNOVA,E,TOYOTA INNOVA E,low score
65403,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
93735,NAZA,FORTE,SX,NAZA FORTE SX,low score
63262,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
48171,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
63248,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
79422,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
17652,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
53098,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
80632,SUBARU,XV,,SUBARU XV ,low score
65435,TOYOTA,WISH,,TOYOTA WISH ,low score
22658,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
48408,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
93246,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
105400,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
63337,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
22755,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
63335,TOYOTA,WISH,X,TOYOTA WISH X,low score
93320,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
104376,PERODUA,MYVI,H,PERODUA MYVI H,low score
57718,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
57730,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
5024,BMW,M,M340I,BMW M M340I,low score
93396,MITSUBISHI,COLT,,MITSUBISHI COLT ,low score
50631,PORSCHE,PANAMERA,,PORSCHE PANAMERA ,low score
63351,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
63362,TOYOTA,VELOZ,,TOYOTA VELOZ ,low score
49566,PORSCHE,MACAN,,PORSCHE MACAN ,low score
49332,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
50463,PORSCHE,CAYENNE,S,PORSCHE CAYENNE S,low score
104397,PERODUA,MYVI,H,PERODUA MYVI H,low score
79219,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
2514,BMW,X,X4,BMW X X4,low score
63433,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
49660,PORSCHE,CAYENNE,S,PORSCHE CAYENNE S,low score
19437,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
5082,BMW,X,X4,BMW X X4,low score
93510,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
63456,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
50013,PORSCHE,MACAN,,PORSCHE MACAN ,low score
104447,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
93640,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
63437,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
104469,PERODUA,ARUZ,X,PERODUA ARUZ X,low score
63461,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
107929,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
8332,BMW,X,X1,BMW X X1,low score
93732,NAZA,FORTE,SX,NAZA FORTE SX,low score
65687,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
50537,PORSCHE,TAYCAN,,PORSCHE TAYCAN ,low score
107279,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
56910,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
66196,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
63526,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
29684,PROTON,PERSONA,SE,PROTON PERSONA SE,low score
63542,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
50893,PORSCHE,MACAN,,PORSCHE MACAN ,low score
63559,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
63549,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
63534,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
50929,PORSCHE,MACAN,,PORSCHE MACAN ,low score
65731,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
23265,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
50922,PORSCHE,CAYENNE,,PORSCHE CAYENNE ,low score
63585,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
65738,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
93985,NISSAN,X-TRAIL,4WD,NISSAN XTRAIL 4WD,low score
63607,TOYOTA,MARK X,GS,TOYOTA MARK X GS,low score
63615,TOYOTA,MARK X,GS,TOYOTA MARK X GS,low score
63609,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
65767,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
48886,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
51161,PORSCHE,PANAMERA,,PORSCHE PANAMERA ,low score
108126,PERODUA,AXIA,SE,PERODUA AXIA SE,low score
63584,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
51182,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
108145,PERODUA,MYVI,G,PERODUA MYVI G,low score
114906,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
114911,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
23403,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
114953,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
63659,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
63665,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
108175,PERODUA,ALZA,EZI,PERODUA ALZA EZI,low score
108182,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
23504,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
63751,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
108222,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
63812,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
23514,HONDA,WR-V,RS,HONDA WRV RS,low score
108248,PERODUA,AXIA,G,PERODUA AXIA G,low score
58207,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
65861,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
65843,TOYOTA,WISH,X,TOYOTA WISH X,low score
94326,NISSAN,X-TRAIL,,NISSAN XTRAIL ,low score
77913,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
107323,PERODUA,MYVI,G,PERODUA MYVI G,low score
113031,TOYOTA,UNSER,GLI,TOYOTA UNSER GLI,low score
3136,BMW,X,X4,BMW X X4,low score
79486,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
50735,PORSCHE,PANAMERA,,PORSCHE PANAMERA ,low score
3151,BMW,X,X1,BMW X X1,low score
113069,TOYOTA,AVANZA,E,TOYOTA AVANZA E,low score
52125,TOYOTA,VELLFIRE,,TOYOTA VELLFIRE ,low score
113110,TOYOTA,UNSER,LGX,TOYOTA UNSER LGX,low score
52271,TOYOTA,FORTUNER,,TOYOTA FORTUNER ,low score
54600,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
113125,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
88460,HONDA,STREAM,IV,HONDA STREAM IV,low score
52532,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
113166,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
64430,TOYOTA,WISH,Z,TOYOTA WISH Z,low score
107828,PERODUA,ALZA,EZI,PERODUA ALZA EZI,low score
113191,TOYOTA,YARIS,J,TOYOTA YARIS J,low score
113197,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
94703,NISSAN,ALMERA,E,NISSAN ALMERA E,low score
108472,PERODUA,MYVI,SX,PERODUA MYVI SX,low score
23873,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
113219,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
113225,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
64359,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
108515,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
113245,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
64389,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
64375,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
66015,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
64410,TOYOTA,WISH,S,TOYOTA WISH S,low score
53005,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
108604,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
66055,TOYOTA,RAV4,,TOYOTA RAV4 ,low score
64465,TOYOTA,LY100R,,TOYOTA LY100R ,low score
29722,PROTON,X50,STANDARD,PROTON X50 STANDARD,low score
19392,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
94676,NISSAN,GT-R,RECARO,NISSAN GTR RECARO,low score
3415,BMW,X,X1,BMW X X1,low score
64542,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
108732,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
5323,BMW,I,I7,BMW I I7,low score
108753,PERODUA,BEZZA,G,PERODUA BEZZA G,low score
64583,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
94790,NISSAN,TEANA,XV,NISSAN TEANA XV,low score
64589,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
64592,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
64570,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
64600,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
54203,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
64671,TOYOTA,INNOVA,E,TOYOTA INNOVA E,low score
108842,PERODUA,MYVI,SXI,PERODUA MYVI SXI,low score
74622,KIA,PICANTO,EX,KIA PICANTO EX,low score
64689,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
55103,TOYOTA,AVANZA,S,TOYOTA AVANZA S,low score
108884,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
54491,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
88443,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
73089,ISUZU,ELF,NLR PRO,ISUZU ELF NLR PRO,low score
64769,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
60669,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
54595,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
64847,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
94716,NISSAN,X-TRAIL,4WD,NISSAN XTRAIL 4WD,low score
75085,KIA,SPORTAGE,,KIA SPORTAGE ,low score
61371,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
6084,BMW,X,X1,BMW X X1,low score
73551,ISUZU,MU-X,,ISUZU MUX ,low score
21072,HONDA,STREAM,RSZ,HONDA STREAM RSZ,low score
61067,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
15032,HONDA,CIVIC,EXI,HONDA CIVIC EXI,low score
65027,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
25169,HONDA,CR-V,,HONDA CRV ,low score
109010,PERODUA,AXIA,G,PERODUA AXIA G,low score
65033,TOYOTA,FORTUNER,V,TOYOTA FORTUNER V,low score
109015,PERODUA,MYVI,G,PERODUA MYVI G,low score
109016,PERODUA,AXIA,G,PERODUA AXIA G,low score
20961,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
55393,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
65082,TOYOTA,FJ CRUISER,,TOYOTA FJ CRUISER ,low score
55558,TOYOTA,ALPHARD,,TOYOTA ALPHARD ,low score
61556,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
64963,TOYOTA,OTHER,,TOYOTA OTHER ,low score
65102,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
56820,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
109074,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
31469,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
66201,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
66227,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
30858,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
58785,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
116209,PROTON,WIRA,GL,PROTON WIRA GL,low score
21160,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
65253,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
74092,KIA,CERATO,,KIA CERATO ,low score
107452,PERODUA,MYVI,X,PERODUA MYVI X,low score
58779,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
80885,SUZUKI,JIMNY,JLX,SUZUKI JIMNY JLX,low score
65314,TOYOTA,WISH,S,TOYOTA WISH S,low score
65309,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
65397,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
113938,HINO,WU600R,,HINO WU600R ,low score
65355,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
65407,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
65422,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
109218,PERODUA,AXIA,G,PERODUA AXIA G,low score
65430,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
107474,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
95557,NISSAN,SERENA,,NISSAN SERENA ,low score
109230,PERODUA,MYVI,X,PERODUA MYVI X,low score
6095,BMW,X,X1,BMW X X1,low score
55799,TOYOTA,ALPHARD,-,TOYOTA ALPHARD ,low score
59009,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
71275,HINO,WU410R,,HINO WU410R ,low score
5562,BMW,X,X1,BMW X X1,low score
59048,TOYOTA,HARRIER,,TOYOTA HARRIER ,low score
107494,PERODUA,MYVI,X,PERODUA MYVI X,low score
95579,PEUGEOT,3008,,PEUGEOT 3008 ,low score
95223,NISSAN,X-TRAIL,,NISSAN XTRAIL ,low score
109320,PERODUA,MYVI,X,PERODUA MYVI X,low score
116293,PROTON,X50,EXECUTIVE,PROTON X50 EXECUTIVE,low score
25827,HONDA,HR-V,E:HEV RS,HONDA HRV EHEV RS,low score
59171,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
65719,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
114498,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
65732,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
78037,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
59250,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
59224,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
95353,NISSAN,ALMERA,VL,NISSAN ALMERA VL,low score
56090,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
67440,AUDI,S4,,AUDI S4 ,low score
59249,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
59414,TOYOTA,WISH,,TOYOTA WISH ,low score
116320,PROTON,X50,EXECUTIVE,PROTON X50 EXECUTIVE,low score
58251,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
27780,LEXUS,CT200H,,LEXUS CT200H ,low score
27863,LEXUS,NX200T,,LEXUS NX200T ,low score
73611,ISUZU,NPR66,,ISUZU NPR66 ,low score
65856,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
107544,PERODUA,ARUZ,X,PERODUA ARUZ X,low score
4061,BMW,X,X1,BMW X X1,low score
89798,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
107551,PERODUA,MYVI,X,PERODUA MYVI X,low score
79366,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
89853,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
28003,LEXUS,LX570,,LEXUS LX570 ,low score
59823,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
65927,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
77341,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
59939,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
105280,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
95548,NISSAN,X-TRAIL,,NISSAN XTRAIL ,low score
65973,TOYOTA,DYNA,,TOYOTA DYNA ,low score
65965,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
21830,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
3957,BMW,X,X4,BMW X X4,low score
49621,PORSCHE,MACAN,,PORSCHE MACAN ,low score
77800,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
105297,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
107573,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
107572,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
66041,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
66060,TOYOTA,WISH,S,TOYOTA WISH S,low score
66058,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
78646,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
89682,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
60362,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
60390,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
56428,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
109486,PORSCHE,CAYMAN,,PORSCHE CAYMAN ,low score
