id,brand,model,variant,cleaned,reason
114983,MCLAREN,570GT,,MCLAREN 570GT ,low score
112476,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
61124,TOYOTA,C-HR,,TOYOTA CHR ,low score
79106,MAZDA,2,V,MAZDA 2 V,low score
52975,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
66261,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
112473,TOYOTA,CAMRY,E,TOYOTA CAMRY E,low score
103872,PERODUA,MYVI,H,PERODUA MYVI H,low score
104816,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
17379,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
53943,TOYOTA,ALPHARD,,TOYOTA ALPHARD ,low score
54618,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
90024,MCLAREN,765LT,,MCLAREN 765LT ,low score
75562,LAMBORGHINI,URUS,,LAMBORGHINI URUS ,low score
54060,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
53151,TOYOTA,C-HR,,TOYOTA CHR ,low score
112493,TOYOTA,PREVIA,GL,TOYOTA PREVIA GL,low score
113272,TOYOTA,HARRIER,GS,TOYOTA HARRIER GS,low score
53104,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
17599,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
24879,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
66277,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
112506,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
111513,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
79154,MAZDA,BT-50,MID DUAL CAB,MAZDA BT50 MID DUAL CAB,low score
61148,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
54164,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
86482,BMW,M,M340I,BMW M M340I,low score
112536,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
112568,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
66289,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
67499,AUDI,A4,TFSI,AUDI A4 TFSI,low score
14030,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
54511,TOYOTA,C-HR,,TOYOTA CHR ,low score
112578,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
113376,AUDI,A4,TFSI,AUDI A4 TFSI,low score
12204,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
90032,MCLAREN,570GT,,MCLAREN 570GT ,low score
19901,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
66301,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
113386,AUDI,A4,TFSI,AUDI A4 TFSI,low score
112608,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
96315,BMW,X,X1,BMW X X1,low score
112632,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
50970,PORSCHE,CAYMAN,S,PORSCHE CAYMAN S,low score
101625,PERODUA,AXIA,G,PERODUA AXIA G,low score
90046,MCLAREN,675LT,,MCLAREN 675LT ,low score
112671,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
54214,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
18755,HONDA,HR-V,V,HONDA HRV V,low score
112700,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
112721,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
112724,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
34872,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
87651,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
90053,MCLAREN,GT,,MCLAREN GT ,low score
61160,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
112205,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
112799,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
24570,HONDA,HR-V,V,HONDA HRV V,low score
110797,TOYOTA,CAMRY,E,TOYOTA CAMRY E,low score
112818,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
14419,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
14370,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
67026,AUDI,TT,TFSI,AUDI TT TFSI,low score
18827,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
112836,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
103936,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
14396,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
53239,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
112854,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
110799,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
103939,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
114775,MAZDA,3,GLS,MAZDA 3 GLS,low score
59315,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
53178,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
18837,HONDA,CITY,I-DSI,HONDA CITY IDSI,low score
14667,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
53244,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
24486,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
24493,HONDA,HR-V,V,HONDA HRV V,low score
18950,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
112206,TOYOTA,WISH,S,TOYOTA WISH S,low score
27239,LEXUS,LC500,,LEXUS LC500 ,low score
103945,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
67609,AUDI,A6,TFSI,AUDI A6 TFSI,low score
113220,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
59324,TOYOTA,C-HR,,TOYOTA CHR ,low score
14300,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
14646,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
67626,AUDI,A3,TFSI,AUDI A3 TFSI,low score
90228,MINI,COOPER,S,MINI COOPER S,low score
14694,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
77510,MAZDA,2,R,MAZDA 2 R,low score
103965,PERODUA,BEZZA,G,PERODUA BEZZA G,low score
14674,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
13094,HONDA,HR-V,V,HONDA HRV V,low score
75251,KIA,OPTIMA K5,,KIA OPTIMA K5 ,low score
59374,TOYOTA,FJ CRUISER,,TOYOTA FJ CRUISER ,low score
14965,HONDA,HR-V,S,HONDA HRV S,low score
114815,MAZDA,8,,MAZDA 8 ,low score
67618,AUDI,A6,TFSI,AUDI A6 TFSI,low score
59354,TOYOTA,VIOS,GX,TOYOTA VIOS GX,low score
14788,HONDA,CIVIC,EFI,HONDA CIVIC EFI,low score
14809,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
67650,AUDI,RS6,,AUDI RS6 ,low score
67637,AUDI,A6,TFSI,AUDI A6 TFSI,low score
14798,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
87724,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
87720,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
19352,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
104009,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
13679,HONDA,HR-V,V,HONDA HRV V,low score
20223,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
67681,AUDI,A1,TFSI,AUDI A1 TFSI,low score
14871,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
67717,AUDI,A3,TFSI,AUDI A3 TFSI,low score
14898,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
67296,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
111528,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
54376,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
113297,AUDI,TT,-,AUDI TT ,low score
67695,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
24913,HONDA,ACCORD,VTI,HONDA ACCORD VTI,low score
59420,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
89182,CHERY,OMODA 5,H,CHERY OMODA 5 H,low score
14971,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
87731,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
67734,AUDI,TT,TFSI,AUDI TT TFSI,low score
114857,MAZDA,6,,MAZDA 6 ,low score
15018,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
11550,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
65808,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
59503,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
15048,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
19090,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
14996,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
53329,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
59547,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
59603,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
105856,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
53438,TOYOTA,86,GT,TOYOTA 86 GT,low score
67770,AUDI,A3,TFSI,AUDI A3 TFSI,low score
59627,TOYOTA,C-HR,,TOYOTA CHR ,low score
61343,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
24508,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
34987,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
53475,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
19161,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
112701,TOYOTA,WISH,S,TOYOTA WISH S,low score
54544,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
59820,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
31587,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
104032,PERODUA,ALZA,EZ,PERODUA ALZA EZ,low score
104054,PERODUA,AXIA,SE,PERODUA AXIA SE,low score
53409,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
15218,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
12129,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
59866,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
14470,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
7488,BMW,M,M340I,BMW M M340I,low score
110830,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
87751,HONDA,HR-V,V,HONDA HRV V,low score
19351,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
67820,AUDI,A3,TFSI,AUDI A3 TFSI,low score
55553,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
67825,AUDI,A4,TFSI,AUDI A4 TFSI,low score
19419,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
91287,MINI,COOPER,S,MINI COOPER S,low score
59892,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
15320,HONDA,JAZZ,I-VTEC,HONDA JAZZ IVTEC,low score
53415,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
66384,TOYOTA,C-HR,,TOYOTA CHR ,low score
104071,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
15372,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
110833,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
12228,HONDA,CIVIC,EK,HONDA CIVIC EK,low score
87768,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
92231,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
89967,MCLAREN,570S,,MCLAREN 570S ,low score
89974,MCLAREN,570S,,MCLAREN 570S ,low score
104076,PERODUA,MYVI,G,PERODUA MYVI G,low score
19734,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
13348,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
67213,AUDI,A4,TFSI,AUDI A4 TFSI,low score
7498,BMW,X,X1,BMW X X1,low score
113328,AUDI,A6,TFSI,AUDI A6 TFSI,low score
22022,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
104088,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
54680,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
52220,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
110838,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
104098,PERODUA,ALZA,,PERODUA ALZA ,low score
19724,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
61461,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
89984,MCLAREN,570GT,,MCLAREN 570GT ,low score
67246,AUDI,RS5,,AUDI RS5 ,low score
89989,MCLAREN,570GT,,MCLAREN 570GT ,low score
67895,AUDI,A3,TFSI,AUDI A3 TFSI,low score
104105,PERODUA,AXIA,E,PERODUA AXIA E,low score
19842,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
62221,TOYOTA,VELOZ,,TOYOTA VELOZ ,low score
18339,HONDA,CR-V,,HONDA CRV ,low score
19859,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
113340,AUDI,A4,TFSI,AUDI A4 TFSI,low score
113475,AUDI,TT,TFSI,AUDI TT TFSI,low score
67918,AUDI,TT,TFSI,AUDI TT TFSI,low score
53505,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
66532,TOYOTA,VELLFIRE,,TOYOTA VELLFIRE ,low score
12052,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
54685,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
18385,HONDA,CR-V,,HONDA CRV ,low score
59991,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
66625,TOYOTA,C-HR,GT,TOYOTA CHR GT,low score
111545,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
59988,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
93727,NAZA,RIA,GS,NAZA RIA GS,low score
111548,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
93729,NAZA,SORENTO,,NAZA SORENTO ,low score
67704,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
66687,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
68043,AUDI,A4,TFSI,AUDI A4 TFSI,low score
68027,AUDI,A4,TFSI,AUDI A4 TFSI,low score
15670,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
104147,PERODUA,MYVI,X,PERODUA MYVI X,low score
18536,HONDA,HR-V,V,HONDA HRV V,low score
15730,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
115044,NAZA,206 BESTARI,,NAZA 206 BESTARI ,low score
54200,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
7531,BMW,X,X1,BMW X X1,low score
93711,NAZA,FORTE,SX,NAZA FORTE SX,low score
111562,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
60108,TOYOTA,RUSH,G,TOYOTA RUSH G,low score
60131,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
54132,TOYOTA,C-HR,,TOYOTA CHR ,low score
14035,HONDA,WR-V,RS,HONDA WRV RS,low score
104168,PERODUA,BEZZA,X,PERODUA BEZZA X,low score
60221,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
60220,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
93755,NAZA,FORTE,EX,NAZA FORTE EX,low score
66729,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
115048,NAZA,FORTE,SX,NAZA FORTE SX,low score
66735,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
115050,NAZA,FORTE,SX,NAZA FORTE SX,low score
104187,PERODUA,VIVA,EX,PERODUA VIVA EX,low score
104199,PERODUA,MYVI,H,PERODUA MYVI H,low score
93770,NAZA,FORTE,SX,NAZA FORTE SX,low score
54148,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
21301,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
15870,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
11916,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
67139,AUDI,RS6,,AUDI RS6 ,low score
104820,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
21340,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
93762,NAZA,FORTE,SX,NAZA FORTE SX,low score
15913,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
66840,TOYOTA,AVANZA,E,TOYOTA AVANZA E,low score
27965,LEXUS,RX200T,,LEXUS RX200T ,low score
53668,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
4911,BMW,X,X4,BMW X X4,low score
60289,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
60431,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
66844,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
104216,PERODUA,ALZA,AV,PERODUA ALZA AV,low score
14362,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
11922,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
111930,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
66968,AUDI,A4,TFSI,AUDI A4 TFSI,low score
53783,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
67078,AUDI,RS6,,AUDI RS6 ,low score
104233,PERODUA,AXIA,G,PERODUA AXIA G,low score
32357,PROTON,PERDANA,,PROTON PERDANA ,low score
53803,TOYOTA,WISH,S,TOYOTA WISH S,low score
46974,PERODUA,AXIA,E,PERODUA AXIA E,low score
12278,HONDA,HR-V,E:HEV RS,HONDA HRV EHEV RS,low score
66936,AUDI,A6,TFSI,AUDI A6 TFSI,low score
51709,TOYOTA,VIOS,GX,TOYOTA VIOS GX,low score
72291,HYUNDAI,SONATA,,HYUNDAI SONATA ,low score
24340,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
87569,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
92272,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
27303,LEXUS,NX200T,,LEXUS NX200T ,low score
22546,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
60475,TOYOTA,ALPHARD,S,TOYOTA ALPHARD S,low score
60522,TOYOTA,AVANZA,,TOYOTA AVANZA ,low score
60535,TOYOTA,INNOVA,E,TOYOTA INNOVA E,low score
22615,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
66954,AUDI,A4,TFSI,AUDI A4 TFSI,low score
60534,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
15504,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
104459,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
61217,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
54860,TOYOTA,ALPHARD,S,TOYOTA ALPHARD S,low score
54908,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
12701,HONDA,HR-V,E:HEV RS,HONDA HRV EHEV RS,low score
55015,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
102393,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
55105,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
16207,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
23899,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
53933,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
12923,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
104308,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
24050,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
60614,TOYOTA,C-HR,,TOYOTA CHR ,low score
4374,BMW,I,I7,BMW I I7,low score
60634,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
51300,TOYOTA,86,,TOYOTA 86 ,low score
60632,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
13055,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
579,BMW,X,X1,BMW X X1,low score
4920,BMW,X,X2,BMW X X2,low score
98109,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
62631,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
104323,PERODUA,MYVI,H,PERODUA MYVI H,low score
110897,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
67231,AUDI,RS6,,AUDI RS6 ,low score
67196,AUDI,RS6,,AUDI RS6 ,low score
54071,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
98850,LEXUS,IS250,,LEXUS IS250 ,low score
20042,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
60728,TOYOTA,VELLFIRE,,TOYOTA VELLFIRE ,low score
104364,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
16494,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
13368,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
16445,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
62540,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
24266,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
67241,AUDI,A1,TFSI S LINE,AUDI A1 TFSI S LINE,low score
60768,TOYOTA,ALPHARD,SC,TOYOTA ALPHARD SC,low score
21574,HONDA,HR-V,V,HONDA HRV V,low score
104377,PERODUA,AXIA,G,PERODUA AXIA G,low score
67289,AUDI,RS6,,AUDI RS6 ,low score
54125,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
112026,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
54130,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
60778,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
112037,TOYOTA,WISH,,TOYOTA WISH ,low score
67310,AUDI,A4,TFSI,AUDI A4 TFSI,low score
60213,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
112950,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
104394,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
60241,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
60870,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
26493,HONDA,CIVIC,EXI,HONDA CIVIC EXI,low score
92385,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
104402,PERODUA,ALZA,,PERODUA ALZA ,low score
16620,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
20130,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
60896,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
104412,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
60982,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
21901,HONDA,HR-V,V,HONDA HRV V,low score
54122,TOYOTA,AVANZA,S,TOYOTA AVANZA S,low score
60933,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
67320,AUDI,A4,TFSI,AUDI A4 TFSI,low score
59428,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
60970,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
17026,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
18601,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
18666,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
4567,BMW,X,X4,BMW X X4,low score
60992,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
60994,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
64379,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
13666,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
87827,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
47138,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
54252,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
24596,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
61032,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
80465,SUBARU,XV,,SUBARU XV ,low score
61077,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
79916,SUBARU,FORESTER,L,SUBARU FORESTER L,low score
62748,TOYOTA,FORTUNER,V,TOYOTA FORTUNER V,low score
61060,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
61082,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
24638,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
7724,BMW,X,X7,BMW X X7,low score
56407,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
29784,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
110914,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
68893,CHEVROLET,CAPTIVA,LTZ,CHEVROLET CAPTIVA LTZ,low score
61192,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
102396,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
16868,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
67363,AUDI,RS6,,AUDI RS6 ,low score
13675,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
60265,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
112068,TOYOTA,CAMRY,E,TOYOTA CAMRY E,low score
84843,VOLVO,XC60,T8,VOLVO XC60 T8,low score
61189,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
32736,PROTON,PERDANA,,PROTON PERDANA ,low score
65993,TOYOTA,HARRIER,,TOYOTA HARRIER ,low score
67413,AUDI,TT,RS,AUDI TT RS,low score
61229,TOYOTA,VELOZ,,TOYOTA VELOZ ,low score
87659,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
104457,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
27643,LEXUS,RX350,,LEXUS RX350 ,low score
47178,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
61280,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
104467,PERODUA,AXIA,G,PERODUA AXIA G,low score
48363,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
76879,MAXUS,G10,,MAXUS G10 ,low score
54198,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
55884,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
104473,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
54264,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
61339,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
61733,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
21929,HONDA,ACCORD,VTI,HONDA ACCORD VTI,low score
89649,MASERATI,GHIBLI,S,MASERATI GHIBLI S,low score
104468,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
13802,HONDA,HR-V,V,HONDA HRV V,low score
54387,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
56125,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
92358,MITSUBISHI,ASX,,MITSUBISHI ASX ,low score
24999,HONDA,CITY,E,HONDA CITY E,low score
67447,AUDI,RS3,,AUDI RS3 ,low score
61367,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
67446,AUDI,TT,TFSI,AUDI TT TFSI,low score
104493,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
104496,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
25569,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
29201,PROTON,WAJA,,PROTON WAJA ,low score
25678,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
