id,brand,model,variant,reason
4128,BMW,5 SERIES,520I,no candidate match
42785,MERCEDES-BENZ,C-CLASS,C200,no candidate match
111663,TOYOTA,C-HR,,missing cleaned source data
66970,AUDI,A6,TFSI,low match score
22771,HONDA,JADE,RS,low match score
42788,MERCEDES-BENZ,C-CLASS,C250 CGI,no candidate match
82705,VOLKSWAGEN,GOLF,GTI,low match score
85227,VOLVO,V40,T4,low match score
44759,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
84521,VOLVO,V90,T5,low match score
44794,MERCEDES-BENZ,A-CLASS,A200,no candidate match
44796,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
96028,VOLVO,XC90,T8,low match score
4525,BMW,7 SERIES,740LE,no candidate match
9340,BMW,3 SERIES,318I,no candidate match
1662,BMW,3 SERIES,320I,no candidate match
105634,PERODUA,MYVI,SE,low match score
42798,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
4552,BMW,X,X3,no candidate match
4543,BMW,X,X4,no candidate match
113327,AUDI,TT,TFSI,low match score
105645,PERODUA,ATIVA,AV,low match score
28472,PROTON,X50,PREMIUM,no candidate match
4608,BMW,3 SERIES,320I,no candidate match
4597,BMW,2 SERIES,218I,no candidate match
28443,PROTON,X50,TGDI FLAGSHIP,no candidate match
44931,MERCEDES-BENZ,C-CLASS,C200K,no candidate match
42805,MERCEDES-BENZ,ML-CLASS,ML300,no candidate match
105508,PERODUA,ALZA,EZ,low match score
1205,BMW,7 SERIES,730LI,no candidate match
39611,MERCEDES-BENZ,A-CLASS,A250,no candidate match
114107,KIA,SPORTAGE,,missing cleaned source data
67034,AUDI,TT,TFSI,low match score
116528,PROTON,PERSONA,SE,low match score
96075,VOLVO,V40,T5,low match score
43677,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
59482,TOYOTA,VIOS,G,low match score
105844,PERODUA,MYVI,AV,low match score
96087,VOLVO,S80,T5,low match score
4758,BMW,X,X1,no candidate match
45155,MERCEDES-BENZ,E-CLASS,E200,no candidate match
45156,MERCEDES-BENZ,E-CLASS,E350,no candidate match
409,BMW,5 SERIES,530E,no candidate match
39643,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
4763,BMW,X,X5,no candidate match
45184,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
106408,PERODUA,ARUZ,AV,low match score
390,BMW,I,I5,no candidate match
1951,BMW,2 SERIES,218I,no candidate match
49760,PORSCHE,CAYENNE,S,low match score
99334,PERODUA,ALZA,EZI,low match score
59716,TOYOTA,CAMRY,G,low match score
42821,MERCEDES-BENZ,C-CLASS,C200 CGI,no candidate match
45523,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
1950,BMW,3 SERIES,330E,no candidate match
45666,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
4782,BMW,3 SERIES,320I,no candidate match
39657,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
2586,BMW,7 SERIES,740LE,no candidate match
3098,BMW,6 SERIES,630CI,no candidate match
28739,PROTON,X50,TGDI FLAGSHIP,no candidate match
3414,BMW,3 SERIES,325I,no candidate match
3846,BMW,5 SERIES,530E,no candidate match
67093,AUDI,RS5,,missing cleaned source data
45980,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
9710,BMW,1 SERIES,118I,no candidate match
4865,BMW,I,I4,no candidate match
5076,BMW,X,X4,no candidate match
53128,TOYOTA,FORTUNER,V,low match score
42830,MERCEDES-BENZ,A-CLASS,A250,no candidate match
67596,AUDI,TT,TFSI,low match score
46329,MERCEDES-BENZ,A-CLASS,A200,no candidate match
85383,VOLVO,XC90,T8,low match score
110364,TOYOTA,VIOS,G,low match score
39679,MERCEDES-BENZ,A-CLASS,A180,no candidate match
9723,BMW,X,X3,no candidate match
46448,MERCEDES-BENZ,G-CLASS,G350,no candidate match
49736,PORSCHE,PANAMERA,,missing cleaned source data
49721,PORSCHE,CAYENNE,,missing cleaned source data
42837,MERCEDES-BENZ,C-CLASS,C200,no candidate match
105911,PERODUA,ARUZ,AV,low match score
5101,BMW,I,I7,no candidate match
46569,MERCEDES-BENZ,E-CLASS,E250,no candidate match
46604,MERCEDES-BENZ,E-CLASS,E200,no candidate match
63216,TOYOTA,VIOS,E,low match score
63692,TOYOTA,INNOVA,G,low match score
29085,PROTON,WIRA,GL,low match score
113466,AUDI,A4,TFSI,low match score
73557,ISUZU,NHR,,missing cleaned source data
46713,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
46726,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
43752,MERCEDES-BENZ,E-CLASS,E250,no candidate match
65339,TOYOTA,COROLLA ALTIS,G,low match score
42854,MERCEDES-BENZ,C-CLASS,C200,no candidate match
102921,PERODUA,MYVI,H,low match score
7430,BMW,5 SERIES,530I,no candidate match
74098,KIA,SPORTAGE,,missing cleaned source data
107742,PERODUA,MYVI,H,low match score
42856,MERCEDES-BENZ,C-CLASS,C300,no candidate match
6801,BMW,5 SERIES,523I,no candidate match
7998,BMW,M,M3,no candidate match
67742,AUDI,A3,TFSI,low match score
8919,BMW,M,M340I,no candidate match
47045,PERODUA,MYVI,H,low match score
9847,BMW,3 SERIES,320I,no candidate match
66291,TOYOTA,RUSH,S,low match score
9968,BMW,3 SERIES,318I,no candidate match
39726,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
39725,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
113316,AUDI,A6,TFSI,low match score
9871,BMW,X,X1,no candidate match
67133,AUDI,R8,V10,low match score
43773,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
27485,LEXUS,IS250,,missing cleaned source data
39730,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
39735,MERCEDES-BENZ,C-CLASS,C200,no candidate match
43791,MERCEDES-BENZ,A-CLASS,A250,no candidate match
74201,KIA,SORENTO,HS,low match score
5325,BMW,I,IX,no candidate match
39740,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
67480,AUDI,A4,TFSI,low match score
67886,AUDI,TT,TFSI,low match score
97004,BMW,5 SERIES,520I,no candidate match
67495,AUDI,TT,TFSI,low match score
10311,BMW,5 SERIES,523I,no candidate match
6604,BMW,X,X1,no candidate match
39750,MERCEDES-BENZ,GLE-CLASS,GLE63,no candidate match
10325,BMW,3 SERIES,320I,no candidate match
47622,PERODUA,AXIA,G,low match score
43188,MERCEDES-BENZ,G-CLASS,G63 AMG,no candidate match
30798,PROTON,X50,PREMIUM,no candidate match
5389,BMW,3 SERIES,316I,no candidate match
10520,BMW,X,X1,no candidate match
5424,BMW,7 SERIES,740LE,no candidate match
113394,AUDI,A4,TFSI,low match score
113401,AUDI,A4,TFSI,low match score
113406,AUDI,A4,TFSI,low match score
48296,PERODUA,MYVI,EZI,low match score
48411,PERODUA,MYVI,H,low match score
3603,BMW,X,X4,no candidate match
42228,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
30330,PROTON,X50,TGDI FLAGSHIP,no candidate match
10574,BMW,5 SERIES,530E,no candidate match
10571,BMW,3 SERIES,320I,no candidate match
49154,PERODUA,AXIA,G,low match score
5500,BMW,4 SERIES,428I,no candidate match
85949,BMW,X,X1,no candidate match
8555,BMW,3 SERIES,316I,no candidate match
50278,PORSCHE,CAYENNE,,missing cleaned source data
42923,MERCEDES-BENZ,A-CLASS,A180,no candidate match
6821,BMW,M,M340I,no candidate match
50568,PORSCHE,MACAN,,missing cleaned source data
74632,KIA,FORTE KOUP,,missing cleaned source data
10763,BMW,X,X6,no candidate match
50745,PORSCHE,CAYENNE,,missing cleaned source data
50753,PORSCHE,CAYENNE,S,low match score
43858,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
5527,BMW,X,X4,no candidate match
68333,BENTLEY,BENTAYGA,W12,low match score
45739,MERCEDES-BENZ,A-CLASS,A200,no candidate match
39803,MERCEDES-BENZ,C-CLASS,C300,no candidate match
106730,PERODUA,MYVI,AV,low match score
51716,TOYOTA,INNOVA ZENIX,V,low match score
74922,KIA,OPTIMA K5,,missing cleaned source data
103334,PERODUA,ARUZ,AV,low match score
3120,BMW,5 SERIES,530I,no candidate match
39811,MERCEDES-BENZ,A-CLASS,A250,no candidate match
1023,BMW,7 SERIES,740LE,no candidate match
43881,MERCEDES-BENZ,E-CLASS,E300,no candidate match
52558,TOYOTA,VELLFIRE,X,low match score
42938,MERCEDES-BENZ,A-CLASS,A200,no candidate match
67730,AUDI,A3,TFSI,low match score
85595,VOLVO,XC60,T8,low match score
67755,AUDI,A3,TFSI,low match score
100043,PROTON,X50,PREMIUM,no candidate match
28158,LEXUS,LC500,,missing cleaned source data
54009,TOYOTA,VIOS,G,low match score
5677,BMW,5 SERIES,530E,no candidate match
16784,HONDA,ODYSSEY,EXV,low match score
54335,TOYOTA,INNOVA,G,low match score
5696,BMW,X,X5,no candidate match
43917,MERCEDES-BENZ,A-CLASS,A200,no candidate match
54880,TOYOTA,COROLLA CROSS,V,low match score
55067,TOYOTA,INNOVA,X,low match score
39846,MERCEDES-BENZ,C-CLASS,C300,no candidate match
96988,BMW,X,X1,no candidate match
106123,PERODUA,MYVI,SX,low match score
4163,BMW,3 SERIES,330E,no candidate match
74299,KIA,GRAND CARNIVAL,CRDI,low match score
39854,MERCEDES-BENZ,C-CLASS,C300,no candidate match
5665,BMW,3 SERIES,318I,no candidate match
114140,KIA,SORENTO,,missing cleaned source data
67920,AUDI,Q2,TFSI,low match score
32608,PROTON,PERDANA,,missing cleaned source data
43941,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
67928,AUDI,A3,TFSI,low match score
21737,HONDA,STREAM,RSZ,low match score
67929,AUDI,Q2,TFSI,low match score
96544,BMW,X,X4,no candidate match
68004,AUDI,Q3,TFSI,low match score
41833,MERCEDES-BENZ,A-CLASS,A200,no candidate match
56927,TOYOTA,C-HR,,missing cleaned source data
5719,BMW,X,X3,no candidate match
86575,BMW,5 SERIES,530I,no candidate match
58215,TOYOTA,FORTUNER,SRZ,low match score
68022,AUDI,RS E-TRON GT,,missing cleaned source data
43961,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
67711,AUDI,TT,TFSI,low match score
59035,TOYOTA,VELLFIRE,Z GS,low match score
59068,TOYOTA,FORTUNER,SRZ,low match score
86637,BMW,4 SERIES,430I,no candidate match
33259,PROTON,PERDANA,GLI,low match score
116125,ROLLS-ROYCE,GHOST,,missing cleaned source data
68057,AUDI,RS6,,missing cleaned source data
5770,BMW,3 SERIES,330E,no candidate match
68034,AUDI,TT,TFSI,low match score
89525,KIA,SORENTO,XM,low match score
59497,TOYOTA,VIOS,E,low match score
75106,KIA,RIO,SX,low match score
74924,KIA,SORENTO,,missing cleaned source data
5793,BMW,5 SERIES,530I,no candidate match
33402,PROTON,X50,TGDI FLAGSHIP,no candidate match
74433,KIA,CERATO,K3,low match score
44463,MERCEDES-BENZ,C-CLASS,C300,no candidate match
108848,PERODUA,AXIA,G,low match score
60488,TOYOTA,VIOS,S,low match score
5855,BMW,X,X5,no candidate match
61361,TOYOTA,LAND CRUISER PRADO,,missing cleaned source data
61495,TOYOTA,86,,missing cleaned source data
44767,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
61509,TOYOTA,CAMRY,V,low match score
61598,TOYOTA,CAMRY,V,low match score
24094,HONDA,BR-V,,missing cleaned source data
24100,HONDA,CR-V,,missing cleaned source data
61698,TOYOTA,86,,missing cleaned source data
68152,BENTLEY,CONTINENTAL GT,V8,low match score
99156,PROTON,X50,TGDI FLAGSHIP,no candidate match
20519,HONDA,STEP WGN,,missing cleaned source data
39908,MERCEDES-BENZ,S-CLASS,S580 E,no candidate match
107908,PERODUA,ARUZ,AV,low match score
5856,BMW,3 SERIES,320I,no candidate match
68195,BENTLEY,CONTINENTAL GT,W12,low match score
89454,KIA,CARNIVAL,HIGH,low match score
44946,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
75486,LAMBORGHINI,AVENTADOR,S,low match score
74420,KIA,OPTIMA K5,,missing cleaned source data
1977,BMW,1 SERIES,120I,no candidate match
43044,MERCEDES-BENZ,C-CLASS,C300,no candidate match
68229,BENTLEY,FLYING SPUR,V8,low match score
24451,HONDA,BR-V,,missing cleaned source data
85792,BMW,5 SERIES,523I,no candidate match
64046,TOYOTA,VIOS,G,low match score
64075,TOYOTA,AVANZA,G,low match score
7649,BMW,1 SERIES,118I,no candidate match
64120,TOYOTA,MRS,,missing cleaned source data
43054,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
68227,BENTLEY,CONTINENTAL GT,V8,low match score
68249,BENTLEY,CONTINENTAL GT,W12,low match score
8503,BMW,5 SERIES,530E,no candidate match
45364,MERCEDES-BENZ,C-CLASS,C200,no candidate match
51243,TOYOTA,FORTUNER,SRZ,low match score
110784,TOYOTA,INNOVA,X,low match score
68246,BENTLEY,CONTINENTAL GT,W12,low match score
43088,MERCEDES-BENZ,C-CLASS,C200,no candidate match
51790,TOYOTA,FORTUNER,SRZ,low match score
45220,MERCEDES-BENZ,AMG GT,AMG GT 63 S,low match score
68241,BENTLEY,CONTINENTAL GT,W12,low match score
44037,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
46113,MERCEDES-BENZ,SL-CLASS,SL350,no candidate match
66349,TOYOTA,COROLLA ALTIS,V,low match score
66395,TOYOTA,COROLLA ALTIS,E,low match score
46213,MERCEDES-BENZ,GLE-CLASS,GLE400,no candidate match
66408,TOYOTA,VIOS,J,low match score
46214,MERCEDES-BENZ,E-CLASS,E300,no candidate match
75111,KIA,SORENTO,,missing cleaned source data
449,BMW,X,X3,no candidate match
113498,BENTLEY,CONTINENTAL GT,W12,low match score
46393,MERCEDES-BENZ,GLE-CLASS,GLE53,no candidate match
39945,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
7837,BMW,X,X5,no candidate match
46406,MERCEDES-BENZ,C-CLASS,C200,no candidate match
68265,BENTLEY,BENTAYGA,W12,low match score
66718,TOYOTA,SIENTA,V,low match score
44054,MERCEDES-BENZ,E-CLASS,E200 CGI,no candidate match
68298,BENTLEY,CONTINENTAL GT,W12,low match score
89464,KIA,CARNIVAL,HIGH,low match score
106264,PERODUA,ATIVA,AV,low match score
66829,TOYOTA,ALPHARD,V,low match score
5971,BMW,X,X5,no candidate match
34806,PROTON,X50,PREMIUM,no candidate match
68379,BENTLEY,CONTINENTAL GT,V8,low match score
67548,AUDI,Q3,TFSI,low match score
42984,MERCEDES-BENZ,C-CLASS,C200 CGI,no candidate match
34820,PROTON,SATRIA,GTI,low match score
107176,PERODUA,MYVI,H,low match score
3302,BMW,3 SERIES,320I,no candidate match
67719,AUDI,Q2,TFSI,low match score
68371,BENTLEY,CONTINENTAL GT,V8,low match score
100141,PROTON,SAGA,SV,low match score
68293,BENTLEY,CONTINENTAL GT,,missing cleaned source data
89201,CHEVROLET,ORLANDO,LT,low match score
35356,PROTON,X50,TGDI FLAGSHIP,no candidate match
2381,BMW,3 SERIES,316I,no candidate match
74609,KIA,CERATO,,missing cleaned source data
68938,CHEVROLET,CAPTIVA,LTZ,no candidate match
42986,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
68931,CHEVROLET,ORLANDO,LT,low match score
68302,BENTLEY,BENTAYGA,W12,low match score
74620,KIA,CERATO,KX,low match score
89208,CITROEN,DS3,VTI,low match score
47695,PERODUA,MYVI,SX,low match score
43160,MERCEDES-BENZ,AMG GT,R,low match score
68358,BENTLEY,CONTINENTAL GT,V8,low match score
68387,BENTLEY,FLYING SPUR,V8,low match score
8078,BMW,X,X4,no candidate match
70285,FORD,MUSTANG,GT,low match score
42989,MERCEDES-BENZ,C-CLASS,C200,no candidate match
100236,PROTON,X50,PREMIUM,no candidate match
107973,PERODUA,ALZA,SE,low match score
42993,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
26454,HONDA,ACCORD,VTI,low match score
5978,BMW,4 SERIES,420I,no candidate match
106306,PERODUA,AXIA,SE,low match score
86124,BMW,5 SERIES,530I,no candidate match
2247,BMW,3 SERIES,330I,no candidate match
7852,BMW,3 SERIES,330I,no candidate match
100262,PROTON,X50,TGDI FLAGSHIP,no candidate match
8216,BMW,3 SERIES,330I,no candidate match
3386,BMW,M,M6,no candidate match
43149,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
74972,KIA,RIO,,missing cleaned source data
19706,HONDA,STREAM,,missing cleaned source data
74977,KIA,CERATO,K3,low match score
39993,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
6468,BMW,2 SERIES,218I,no candidate match
5999,BMW,3 SERIES,330I,no candidate match
7120,BMW,3 SERIES,320I,no candidate match
4147,BMW,5 SERIES,530E,no candidate match
39996,MERCEDES-BENZ,C-CLASS,C300,no candidate match
7690,BMW,2 SERIES,218I,no candidate match
7671,BMW,5 SERIES,520I,no candidate match
7580,BMW,3 SERIES,320I,no candidate match
4113,BMW,Z,Z4,no candidate match
1103,BMW,X,X3,no candidate match
9919,BMW,3 SERIES,318I,no candidate match
75035,KIA,CERATO,KX,low match score
114273,KIA,PICANTO,,missing cleaned source data
8301,BMW,X,X1,no candidate match
46737,MERCEDES-BENZ,B-CLASS,B180,no candidate match
11389,BMW,3 SERIES,320I,no candidate match
114277,KIA,CERATO,,missing cleaned source data
96480,BMW,3 SERIES,316I,no candidate match
40008,MERCEDES-BENZ,C-CLASS,C300,no candidate match
86218,BMW,3 SERIES,320I,no candidate match
43222,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
69166,FERRARI,458 ITALIA,,missing cleaned source data
35567,PROTON,SAGA,SV,low match score
26946,HONDA,ACCORD,VTI-L,low match score
69213,FERRARI,F430,,missing cleaned source data
10599,BMW,I,I5,no candidate match
1004,BMW,3 SERIES,330I,no candidate match
69281,FERRARI,488 GTB,,missing cleaned source data
74711,KIA,OPTIMA K5,,missing cleaned source data
96516,BMW,X,X4,no candidate match
113655,FERRARI,488 GTB,,missing cleaned source data
74982,KIA,SORENTO,,missing cleaned source data
347,BMW,X,X7,no candidate match
949,BMW,5 SERIES,528I,no candidate match
69327,FERRARI,812 SUPERFAST,,missing cleaned source data
6086,BMW,5 SERIES,530E,no candidate match
69312,FERRARI,812 SUPERFAST,,missing cleaned source data
27169,HONDA,CITY,I-DSI,low match score
69415,FERRARI,458 ITALIA,,missing cleaned source data
89572,LAMBORGHINI,AVENTADOR,S,low match score
110944,TOYOTA,YARIS,G,low match score
69379,FERRARI,458 ITALIA,,missing cleaned source data
69424,FERRARI,CALIFORNIA,T,low match score
28046,LEXUS,RX270,,missing cleaned source data
74674,KIA,CERATO,,missing cleaned source data
114154,KIA,CERATO,,missing cleaned source data
44200,MERCEDES-BENZ,C-CLASS,C300,no candidate match
59032,TOYOTA,CAMRY,G X,low match score
43308,MERCEDES-BENZ,A-CLASS,A200,no candidate match
96565,BMW,5 SERIES,530E,no candidate match
96573,BMW,M,M340I,no candidate match
6166,BMW,1 SERIES,118I,no candidate match
96578,BMW,X,X5,no candidate match
28713,PROTON,IRIZ,R3,low match score
51899,TOYOTA,VIOS,J,low match score
1299,BMW,3 SERIES,330E,no candidate match
1362,BMW,3 SERIES,328I,no candidate match
28982,PROTON,X50,TGDI FLAGSHIP,no candidate match
6195,BMW,5 SERIES,530E,no candidate match
6223,BMW,2 SERIES,218I,no candidate match
75183,KIA,OPTIMA K5,,missing cleaned source data
8500,BMW,5 SERIES,528I,no candidate match
35786,PROTON,WAJA,,missing cleaned source data
2916,BMW,X,X5,no candidate match
8510,BMW,X,X5,no candidate match
8541,BMW,3 SERIES,330E,no candidate match
10667,BMW,I,I7,no candidate match
40064,MERCEDES-BENZ,C-CLASS,C200,no candidate match
6255,BMW,3 SERIES,330E,no candidate match
111002,TOYOTA,YARIS,G,low match score
29515,PROTON,X50,TGDI FLAGSHIP,no candidate match
33948,PROTON,X50,EXECUTIVE,no candidate match
3922,BMW,4 SERIES,428I,no candidate match
75305,LAMBORGHINI,URUS,,missing cleaned source data
6774,BMW,5 SERIES,530I,no candidate match
51753,TOYOTA,VIOS,E,low match score
8572,BMW,3 SERIES,318I,no candidate match
29925,PROTON,X50,TGDI FLAGSHIP,no candidate match
75219,KIA,CERATO,,missing cleaned source data
108046,PERODUA,AXIA,G,low match score
75357,LAMBORGHINI,URUS,,missing cleaned source data
43039,MERCEDES-BENZ,E-CLASS,E200,no candidate match
30178,PROTON,X50,PREMIUM,no candidate match
30274,PROTON,WIRA,GLI,low match score
29895,PROTON,X50,EXECUTIVE,no candidate match
40083,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
107370,PERODUA,ARUZ,AV,low match score
30743,PROTON,X50,TGDI FLAGSHIP,no candidate match
43381,MERCEDES-BENZ,C-CLASS,C200 CGI,no candidate match
35963,PROTON,X50,TGDI FLAGSHIP,no candidate match
6333,BMW,5 SERIES,528I,no candidate match
75233,KIA,SORENTO,AWD,low match score
9952,BMW,3 SERIES,330I,no candidate match
35549,PROTON,SAGA,SE,low match score
9999,BMW,X,X4,no candidate match
43377,MERCEDES-BENZ,C-CLASS,C200,no candidate match
60001,TOYOTA,COROLLA ALTIS,G,low match score
31857,PROTON,X50,TGDI FLAGSHIP,no candidate match
9695,BMW,3 SERIES,328I,no candidate match
45306,MERCEDES-BENZ,E-CLASS,E200K,no candidate match
106598,PERODUA,ATIVA,AV,low match score
4698,BMW,X,X4,no candidate match
10365,BMW,I,IX3,no candidate match
11300,BMW,5 SERIES,528I,no candidate match
75518,LAMBORGHINI,HURACAN,EVO,low match score
11336,BMW,X,X3,no candidate match
6485,BMW,2 SERIES,218I,no candidate match
35849,PROTON,SAGA,SV,low match score
11374,BMW,X,X4,no candidate match
69536,FORD,MUSTANG,GT,low match score
33202,PROTON,SAGA,SV,low match score
43029,MERCEDES-BENZ,E-CLASS,E200,no candidate match
44379,MERCEDES-BENZ,A-CLASS,A250,no candidate match
40161,MERCEDES-BENZ,E-CLASS,E63 AMG,no candidate match
55688,TOYOTA,VIOS,E,low match score
40170,MERCEDES-BENZ,E-CLASS,E300,no candidate match
33787,PROTON,X50,TGDI FLAGSHIP,no candidate match
49672,PORSCHE,PANAMERA,,missing cleaned source data
40196,MERCEDES-BENZ,C-CLASS,C300,no candidate match
61386,TOYOTA,C-HR,,missing cleaned source data
10995,BMW,5 SERIES,520I,no candidate match
86270,BMW,7 SERIES,740LE,no candidate match
68802,CHERY,OMODA E5,,missing cleaned source data
59056,TOYOTA,VIOS,E,low match score
35381,PROTON,PERSONA,SV,low match score
40187,MERCEDES-BENZ,A-CLASS,A250,no candidate match
52481,TOYOTA,VIOS,G,low match score
89180,CHERY,OMODA 5,H,no candidate match
65036,TOYOTA,RUSH,G,low match score
6566,BMW,Z,Z4,no candidate match
37003,MERCEDES-BENZ,E-CLASS,E200,no candidate match
8975,BMW,5 SERIES,530I,no candidate match
89442,KIA,SPORTAGE,QL,low match score
35031,PROTON,X50,PREMIUM,no candidate match
75721,LAMBORGHINI,URUS,,missing cleaned source data
111162,TOYOTA,VIOS,G,low match score
35060,PROTON,X50,PREMIUM,no candidate match
111165,TOYOTA,CAMRY,V,low match score
